C:\Users\upendra\Desktop\project\data\IMG\center_2021_05_03_08_40_31_588.jpg, C:\Users\upendra\Desktop\project\data\IMG\left_2021_05_03_08_40_31_588.jpg, C:\Users\upendra\Desktop\project\data\IMG\right_2021_05_03_08_40_31_588.jpg, 0, 0, 0, 7.940446E-05
C:\Users\upendra\Desktop\project\data\IMG\center_2021_05_03_08_40_31_688.jpg, C:\Users\upendra\Desktop\project\data\IMG\left_2021_05_03_08_40_31_688.jpg, C:\Users\upendra\Desktop\project\data\IMG\right_2021_05_03_08_40_31_688.jpg, 0, 0, 0, 7.851019E-05
C:\Users\upendra\Desktop\project\data\IMG\center_2021_05_03_08_40_31_791.jpg, C:\Users\upendra\Desktop\project\data\IMG\left_2021_05_03_08_40_31_791.jpg, C:\Users\upendra\Desktop\project\data\IMG\right_2021_05_03_08_40_31_791.jpg, 0, 0, 0, 7.975011E-05
C:\Users\upendra\Desktop\project\data\IMG\center_2021_05_03_08_40_31_895.jpg, C:\Users\upendra\Desktop\project\data\IMG\left_2021_05_03_08_40_31_895.jpg, C:\Users\upendra\Desktop\project\data\IMG\right_2021_05_03_08_40_31_895.jpg, 0, 0, 0, 7.85947E-05
C:\Users\upendra\Desktop\project\data\IMG\center_2021_05_03_08_40_31_994.jpg, C:\Users\upendra\Desktop\project\data\IMG\left_2021_05_03_08_40_31_994.jpg, C:\Users\upendra\Desktop\project\data\IMG\right_2021_05_03_08_40_31_994.jpg, 0, 0, 0, 7.793434E-05
C:\Users\upendra\Desktop\project\data\IMG\center_2021_05_03_08_40_32_096.jpg, C:\Users\upendra\Desktop\project\data\IMG\left_2021_05_03_08_40_32_096.jpg, C:\Users\upendra\Desktop\project\data\IMG\right_2021_05_03_08_40_32_096.jpg, 0, 0, 0, 7.814783E-05
C:\Users\upendra\Desktop\project\data\IMG\center_2021_05_03_08_40_32_197.jpg, C:\Users\upendra\Desktop\project\data\IMG\left_2021_05_03_08_40_32_197.jpg, C:\Users\upendra\Desktop\project\data\IMG\right_2021_05_03_08_40_32_197.jpg, 0, 0, 0, 7.801898E-05
C:\Users\upendra\Desktop\project\data\IMG\center_2021_05_03_08_40_32_300.jpg, C:\Users\upendra\Desktop\project\data\IMG\left_2021_05_03_08_40_32_300.jpg, C:\Users\upendra\Desktop\project\data\IMG\right_2021_05_03_08_40_32_300.jpg, 0, 0, 0, 7.783689E-05
C:\Users\upendra\Desktop\project\data\IMG\center_2021_05_03_08_40_32_400.jpg, C:\Users\upendra\Desktop\project\data\IMG\left_2021_05_03_08_40_32_400.jpg, C:\Users\upendra\Desktop\project\data\IMG\right_2021_05_03_08_40_32_400.jpg, 0, 0, 0, 7.842918E-05
C:\Users\upendra\Desktop\project\data\IMG\center_2021_05_03_08_40_32_503.jpg, C:\Users\upendra\Desktop\project\data\IMG\left_2021_05_03_08_40_32_503.jpg, C:\Users\upendra\Desktop\project\data\IMG\right_2021_05_03_08_40_32_503.jpg, 0, 0, 0, 7.808953E-05
C:\Users\upendra\Desktop\project\data\IMG\center_2021_05_03_08_40_32_603.jpg, C:\Users\upendra\Desktop\project\data\IMG\left_2021_05_03_08_40_32_603.jpg, C:\Users\upendra\Desktop\project\data\IMG\right_2021_05_03_08_40_32_603.jpg, 0, 0, 0, 7.81506E-05
C:\Users\upendra\Desktop\project\data\IMG\center_2021_05_03_08_40_32_705.jpg, C:\Users\upendra\Desktop\project\data\IMG\left_2021_05_03_08_40_32_705.jpg, C:\Users\upendra\Desktop\project\data\IMG\right_2021_05_03_08_40_32_705.jpg, 0, 0, 0, 7.851348E-05
C:\Users\upendra\Desktop\project\data\IMG\center_2021_05_03_08_40_32_806.jpg, C:\Users\upendra\Desktop\project\data\IMG\left_2021_05_03_08_40_32_806.jpg, C:\Users\upendra\Desktop\project\data\IMG\right_2021_05_03_08_40_32_806.jpg, 0, 0, 0, 8.182337E-05
C:\Users\upendra\Desktop\project\data\IMG\center_2021_05_03_08_40_32_908.jpg, C:\Users\upendra\Desktop\project\data\IMG\left_2021_05_03_08_40_32_908.jpg, C:\Users\upendra\Desktop\project\data\IMG\right_2021_05_03_08_40_32_908.jpg, 0, 0, 0, 8.034479E-05
